title,abstract,published
Towards Localizing Structural Elements: Merging Geometrical Detection with Semantic Verification in RGB-D Data,"RGB-D cameras supply rich and dense visual and spatial information for
various robotics tasks such as scene understanding, map reconstruction, and
localization. Integrating depth and visual information can aid robots in
localization and element mapping, advancing applications like 3D scene graph
generation and Visual Simultaneous Localization and Mapping (VSLAM). While
point cloud data containing such information is primarily used for enhanced
scene understanding, exploiting their potential to capture and represent rich
semantic information has yet to be adequately targeted. This paper presents a
real-time pipeline for localizing building components, including wall and
ground surfaces, by integrating geometric calculations for pure 3D plane
detection followed by validating their semantic category using point cloud data
from RGB-D cameras. It has a parallel multi-thread architecture to precisely
estimate poses and equations of all the planes detected in the environment,
filters the ones forming the map structure using a panoptic segmentation
validation, and keeps only the validated building components. Incorporating the
proposed method into a VSLAM framework confirmed that constraining the map with
the detected environment-driven semantic elements can improve scene
understanding and map reconstruction accuracy. It can also ensure
(re-)association of these detected components into a unified 3D scene graph,
bridging the gap between geometric accuracy and semantic understanding.
Additionally, the pipeline allows for the detection of potential higher-level
structural entities, such as rooms, by identifying the relationships between
building components based on their layout.",2024-09-10 16:28:09+00:00
A Practice of Post-Training on Llama-3 70B with Optimal Selection of Additional Language Mixture Ratio,"Large Language Models (LLM) often needs to be Continual Pre-Trained (CPT) to
obtain the unfamiliar language skill or adapt into new domains. The huge
training cost of CPT often asks for cautious choice of key hyper-parameters
such as the mixture ratio of extra language or domain corpus. However, there is
no systematic study which bridge the gap between the optimal mixture ratio and
the actual model performance, and the gap between experimental scaling law and
the actual deployment in the full model size. In this paper, we perform CPT on
Llama-3 8B and 70B to enhance its Chinese ability. We study the optimal
correlation between the Additional Language Mixture Ratio (ALMR) and the
Learning Rate (LR) on the 8B size which directly indicate the optimal
experimental set up. By thorough choice of hyper-parameter, and subsequent
fine-tuning, the model capability is improved not only on the Chinese-related
benchmark, but also some specific domains including math, coding and emotional
intelligence. We deploy the final 70B version of LLM on an real-life chat
system which obtain satisfying performance.",2024-09-10 16:26:43+00:00
MVGaussian: High-Fidelity text-to-3D Content Generation with Multi-View Guidance and Surface Densification,"The field of text-to-3D content generation has made significant progress in
generating realistic 3D objects, with existing methodologies like Score
Distillation Sampling (SDS) offering promising guidance. However, these methods
often encounter the ""Janus"" problem-multi-face ambiguities due to imprecise
guidance. Additionally, while recent advancements in 3D gaussian splitting have
shown its efficacy in representing 3D volumes, optimization of this
representation remains largely unexplored. This paper introduces a unified
framework for text-to-3D content generation that addresses these critical gaps.
Our approach utilizes multi-view guidance to iteratively form the structure of
the 3D model, progressively enhancing detail and accuracy. We also introduce a
novel densification algorithm that aligns gaussians close to the surface,
optimizing the structural integrity and fidelity of the generated models.
Extensive experiments validate our approach, demonstrating that it produces
high-quality visual outputs with minimal time cost. Notably, our method
achieves high-quality results within half an hour of training, offering a
substantial efficiency gain over most existing methods, which require hours of
training time to achieve comparable results.",2024-09-10 16:16:34+00:00
Hierarchical Multi-Label Classification with Missing Information for Benthic Habitat Imagery,"In this work, we apply state-of-the-art self-supervised learning techniques
on a large dataset of seafloor imagery, \textit{BenthicNet}, and study their
performance for a complex hierarchical multi-label (HML) classification
downstream task. In particular, we demonstrate the capacity to conduct HML
training in scenarios where there exist multiple levels of missing annotation
information, an important scenario for handling heterogeneous real-world data
collected by multiple research groups with differing data collection protocols.
We find that, when using smaller one-hot image label datasets typical of local
or regional scale benthic science projects, models pre-trained with
self-supervision on a larger collection of in-domain benthic data outperform
models pre-trained on ImageNet. In the HML setting, we find the model can
attain a deeper and more precise classification if it is pre-trained with
self-supervision on in-domain data. We hope this work can establish a benchmark
for future models in the field of automated underwater image annotation tasks
and can guide work in other domains with hierarchical annotations of mixed
resolution.",2024-09-10 16:15:01+00:00
When to Extract ReID Features: A Selective Approach for Improved Multiple Object Tracking,"Extracting and matching Re-Identification (ReID) features is used by many
state-of-the-art (SOTA) Multiple Object Tracking (MOT) methods, particularly
effective against frequent and long-term occlusions. While end-to-end object
detection and tracking have been the main focus of recent research, they have
yet to outperform traditional methods in benchmarks like MOT17 and MOT20. Thus,
from an application standpoint, methods with separate detection and embedding
remain the best option for accuracy, modularity, and ease of implementation,
though they are impractical for edge devices due to the overhead involved. In
this paper, we investigate a selective approach to minimize the overhead of
feature extraction while preserving accuracy, modularity, and ease of
implementation. This approach can be integrated into various SOTA methods. We
demonstrate its effectiveness by applying it to StrongSORT and Deep OC-SORT.
Experiments on MOT17, MOT20, and DanceTrack datasets show that our mechanism
retains the advantages of feature extraction during occlusions while
significantly reducing runtime. Additionally, it improves accuracy by
preventing confusion in the feature-matching stage, particularly in cases of
deformation and appearance similarity, which are common in DanceTrack.
https://github.com/emirhanbayar/Fast-StrongSORT,
https://github.com/emirhanbayar/Fast-Deep-OC-SORT",2024-09-10 16:14:46+00:00
One-Shot Imitation under Mismatched Execution,"Human demonstrations as prompts are a powerful way to program robots to do
long-horizon manipulation tasks. However, directly translating such
demonstrations into robot-executable actions poses significant challenges due
to execution mismatches, such as different movement styles and physical
capabilities. Existing methods either rely on robot-demonstrator paired data,
which is infeasible to scale, or overly rely on frame-level visual
similarities, which fail to hold. To address these challenges, we propose
RHyME, a novel framework that automatically establishes task execution
correspondences between the robot and the demonstrator by using optimal
transport costs. Given long-horizon robot demonstrations, RHyME synthesizes
semantically equivalent human demonstrations by retrieving and composing
similar short-horizon human clips, facilitating effective policy training
without the need for paired data. We show that RHyME outperforms a range of
baselines across various cross-embodiment datasets on all degrees of
mismatches. Through detailed analysis, we uncover insights for learning and
leveraging cross-embodiment visual representations.",2024-09-10 16:11:57+00:00
DemoStart: Demonstration-led auto-curriculum applied to sim-to-real with multi-fingered robots,"We present DemoStart, a novel auto-curriculum reinforcement learning method
capable of learning complex manipulation behaviors on an arm equipped with a
three-fingered robotic hand, from only a sparse reward and a handful of
demonstrations in simulation. Learning from simulation drastically reduces the
development cycle of behavior generation, and domain randomization techniques
are leveraged to achieve successful zero-shot sim-to-real transfer. Transferred
policies are learned directly from raw pixels from multiple cameras and robot
proprioception. Our approach outperforms policies learned from demonstrations
on the real robot and requires 100 times fewer demonstrations, collected in
simulation. More details and videos in https://sites.google.com/view/demostart.",2024-09-10 16:05:25+00:00
Scaling Law Hypothesis for Multimodal Model,"We propose a scaling law hypothesis for multimodal models processing text,
audio, images, and video within a shared token and embedding space. Our
framework predicts model performance based on modality-specific compression and
tokenization efficiency, extending established scaling laws from text-based
decoder models to mixed-modality systems. We explore whether leveraging more
training data in multiple modalities can reduce the size of the multimodal
model, enabling efficient deployment on resource-constrained devices.",2024-09-10 16:05:02+00:00
Label-free Monitoring of Self-Supervised Learning Progress,"Self-supervised learning (SSL) is an effective method for exploiting
unlabelled data to learn a high-level embedding space that can be used for
various downstream tasks. However, existing methods to monitor the quality of
the encoder -- either during training for one model or to compare several
trained models -- still rely on access to annotated data. When SSL
methodologies are applied to new data domains, a sufficiently large labelled
dataset may not always be available. In this study, we propose several
evaluation metrics which can be applied on the embeddings of unlabelled data
and investigate their viability by comparing them to linear probe accuracy (a
common metric which utilizes an annotated dataset). In particular, we apply
$k$-means clustering and measure the clustering quality with the silhouette
score and clustering agreement. We also measure the entropy of the embedding
distribution. We find that while the clusters did correspond better to the
ground truth annotations as training of the network progressed, label-free
clustering metrics correlated with the linear probe accuracy only when training
with SSL methods SimCLR and MoCo-v2, but not with SimSiam. Additionally,
although entropy did not always have strong correlations with LP accuracy, this
appears to be due to instability arising from early training, with the metric
stabilizing and becoming more reliable at later stages of learning.
Furthermore, while entropy generally decreases as learning progresses, this
trend reverses for SimSiam. More research is required to establish the cause
for this unexpected behaviour. Lastly, we find that while clustering based
approaches are likely only viable for same-architecture comparisons, entropy
may be architecture-independent.",2024-09-10 16:04:10+00:00
Improving the Precision of CNNs for Magnetic Resonance Spectral Modeling,"Magnetic resonance spectroscopic imaging is a widely available imaging
modality that can non-invasively provide a metabolic profile of the tissue of
interest, yet is challenging to integrate clinically. One major reason is the
expensive, expert data processing and analysis that is required. Using machine
learning to predict MRS-related quantities offers avenues around this problem,
but deep learning models bring their own challenges, especially model trust.
Current research trends focus primarily on mean error metrics, but
comprehensive precision metrics are also needed, e.g. standard deviations,
confidence intervals, etc.. This work highlights why more comprehensive error
characterization is important and how to improve the precision of CNNs for
spectral modeling, a quantitative task. The results highlight advantages and
trade-offs of these techniques that should be considered when addressing such
regression tasks with CNNs. Detailed insights into the underlying mechanisms of
each technique, and how they interact with other techniques, are discussed in
depth.",2024-09-10 16:02:12+00:00
Simulation-based Scenario Generation for Robust Hybrid AI for Autonomy,"Application of Unmanned Aerial Vehicles (UAVs) in search and rescue,
emergency management, and law enforcement has gained traction with the advent
of low-cost platforms and sensor payloads. The emergence of hybrid neural and
symbolic AI approaches for complex reasoning is expected to further push the
boundaries of these applications with decreasing levels of human intervention.
However, current UAV simulation environments lack semantic context suited to
this hybrid approach. To address this gap, HAMERITT (Hybrid Ai Mission
Environment for RapId Training and Testing) provides a simulation-based
autonomy software framework that supports the training, testing and assurance
of neuro-symbolic algorithms for autonomous maneuver and perception reasoning.
HAMERITT includes scenario generation capabilities that offer mission-relevant
contextual symbolic information in addition to raw sensor data. Scenarios
include symbolic descriptions for entities of interest and their relations to
scene elements, as well as spatial-temporal constraints in the form of
time-bounded areas of interest with prior probabilities and restricted zones
within those areas. HAMERITT also features support for training distinct
algorithm threads for maneuver vs. perception within an end-to-end mission run.
Future work includes improving scenario realism and scaling symbolic context
generation through automated workflow.",2024-09-10 16:00:26+00:00
An Ontology-based Approach Towards Traceable Behavior Specifications in Automated Driving,"Vehicles in public traffic that are equipped with Automated Driving Systems
are subject to a number of expectations: Among other aspects, their behavior
should be safe, conforming to the rules of the road and provide mobility to
their users. This poses challenges for the developers of such systems:
Developers are responsible for specifying this behavior, for example, in terms
of requirements at system design time. As we will discuss in the article, this
specification always involves the need for assumptions and trade-offs. As a
result, insufficiencies in such a behavior specification can occur that can
potentially lead to unsafe system behavior. In order to support the
identification of specification insufficiencies, requirements and respective
assumptions need to be made explicit. In this article, we propose the Semantic
Norm Behavior Analysis as an ontology-based approach to specify the behavior
for an Automated Driving System equipped vehicle. We use ontologies to formally
represent specified behavior for a targeted operational environment, and to
establish traceability between specified behavior and the addressed stakeholder
needs. Furthermore, we illustrate the application of the Semantic Norm Behavior
Analysis in two example scenarios and evaluate our results.",2024-09-10 16:00:22+00:00
Interactive 3D Segmentation for Primary Gross Tumor Volume in Oropharyngeal Cancer,"The main treatment modality for oropharyngeal cancer (OPC) is radiotherapy,
where accurate segmentation of the primary gross tumor volume (GTVp) is
essential. However, accurate GTVp segmentation is challenging due to
significant interobserver variability and the time-consuming nature of manual
annotation, while fully automated methods can occasionally fail. An interactive
deep learning (DL) model offers the advantage of automatic high-performance
segmentation with the flexibility for user correction when necessary. In this
study, we examine interactive DL for GTVp segmentation in OPC. We implement
state-of-the-art algorithms and propose a novel two-stage Interactive Click
Refinement (2S-ICR) framework. Using the 2021 HEad and neCK TumOR (HECKTOR)
dataset for development and an external dataset from The University of Texas MD
Anderson Cancer Center for evaluation, the 2S-ICR framework achieves a Dice
similarity coefficient of 0.713 $\pm$ 0.152 without user interaction and 0.824
$\pm$ 0.099 after five interactions, outperforming existing methods in both
cases.",2024-09-10 15:58:21+00:00
A Practical Gated Recurrent Transformer Network Incorporating Multiple Fusions for Video Denoising,"State-of-the-art (SOTA) video denoising methods employ multi-frame
simultaneous denoising mechanisms, resulting in significant delays (e.g., 16
frames), making them impractical for real-time cameras. To overcome this
limitation, we propose a multi-fusion gated recurrent Transformer network
(GRTN) that achieves SOTA denoising performance with only a single-frame delay.
Specifically, the spatial denoising module extracts features from the current
frame, while the reset gate selects relevant information from the previous
frame and fuses it with current frame features via the temporal denoising
module. The update gate then further blends this result with the previous frame
features, and the reconstruction module integrates it with the current frame.
To robustly compute attention for noisy features, we propose a residual
simplified Swin Transformer with Euclidean distance (RSSTE) in the spatial and
temporal denoising modules. Comparative objective and subjective results show
that our GRTN achieves denoising performance comparable to SOTA multi-frame
delay networks, with only a single-frame delay.",2024-09-10 15:55:53+00:00
Alleviating Hallucinations in Large Language Models with Scepticism Modeling,"Hallucinations is a major challenge for large language models (LLMs),
prevents adoption in diverse fields. Uncertainty estimation could be used for
alleviating the damages of hallucinations. The skeptical emotion of human could
be useful for enhancing the ability of self estimation. Inspirited by this
observation, we proposed a new approach called Skepticism Modeling (SM). This
approach is formalized by combining the information of token and logits for
self estimation. We construct the doubt emotion aware data, perform continual
pre-training, and then fine-tune the LLMs, improve their ability of self
estimation. Experimental results demonstrate this new approach effectively
enhances a model's ability to estimate their uncertainty, and validate its
generalization ability of other tasks by out-of-domain experiments.",2024-09-10 15:51:15+00:00
Advancing Causal Inference: A Nonparametric Approach to ATE and CATE Estimation with Continuous Treatments,"This paper introduces a generalized ps-BART model for the estimation of
Average Treatment Effect (ATE) and Conditional Average Treatment Effect (CATE)
in continuous treatments, addressing limitations of the Bayesian Causal Forest
(BCF) model. The ps-BART model's nonparametric nature allows for flexibility in
capturing nonlinear relationships between treatment and outcome variables.
Across three distinct sets of Data Generating Processes (DGPs), the ps-BART
model consistently outperforms the BCF model, particularly in highly nonlinear
settings. The ps-BART model's robustness in uncertainty estimation and accuracy
in both point-wise and probabilistic estimation demonstrate its utility for
real-world applications. This research fills a crucial gap in causal inference
literature, providing a tool better suited for nonlinear treatment-outcome
relationships and opening avenues for further exploration in the domain of
continuous treatment effect estimation.",2024-09-10 15:34:48+00:00
Lightweight Multiscale Feature Fusion Super-Resolution Network Based on Two-branch Convolution and Transformer,"The single image super-resolution(SISR) algorithms under deep learning
currently have two main models, one based on convolutional neural networks and
the other based on Transformer. The former uses the stacking of convolutional
layers with different convolutional kernel sizes to design the model, which
enables the model to better extract the local features of the image; the latter
uses the self-attention mechanism to design the model, which allows the model
to establish long-distance dependencies between image pixel points through the
self-attention mechanism and then better extract the global features of the
image. However, both of the above methods face their problems. Based on this,
this paper proposes a new lightweight multi-scale feature fusion network model
based on two-way complementary convolutional and Transformer, which integrates
the respective features of Transformer and convolutional neural networks
through a two-branch network architecture, to realize the mutual fusion of
global and local information. Meanwhile, considering the partial loss of
information caused by the low-pixel images trained by the deep neural network,
this paper designs a modular connection method of multi-stage feature
supplementation to fuse the feature maps extracted from the shallow stage of
the model with those extracted from the deep stage of the model, to minimize
the loss of the information in the feature images that is beneficial to the
image restoration as much as possible, to facilitate the obtaining of a
higher-quality restored image. The practical results finally show that the
model proposed in this paper is optimal in image recovery performance when
compared with other lightweight models with the same amount of parameters.",2024-09-10 15:31:37+00:00
Seg-HGNN: Unsupervised and Light-Weight Image Segmentation with Hyperbolic Graph Neural Networks,"Image analysis in the euclidean space through linear hyperspaces is well
studied. However, in the quest for more effective image representations, we
turn to hyperbolic manifolds. They provide a compelling alternative to capture
complex hierarchical relationships in images with remarkably small
dimensionality. To demonstrate hyperbolic embeddings' competence, we introduce
a light-weight hyperbolic graph neural network for image segmentation,
encompassing patch-level features in a very small embedding size. Our solution,
Seg-HGNN, surpasses the current best unsupervised method by 2.5\%, 4\% on
VOC-07, VOC-12 for localization, and by 0.8\%, 1.3\% on CUB-200, ECSSD for
segmentation, respectively. With less than 7.5k trainable parameters, Seg-HGNN
delivers effective and fast ($\approx 2$ images/second) results on very
standard GPUs like the GTX1650. This empirical evaluation presents compelling
evidence of the efficacy and potential of hyperbolic representations for vision
tasks.",2024-09-10 15:30:20+00:00
Developing the Temporal Graph Convolutional Neural Network Model to Predict Hip Replacement using Electronic Health Records,"Background: Hip replacement procedures improve patient lives by relieving
pain and restoring mobility. Predicting hip replacement in advance could reduce
pain by enabling timely interventions, prioritising individuals for surgery or
rehabilitation, and utilising physiotherapy to potentially delay the need for
joint replacement. This study predicts hip replacement a year in advance to
enhance quality of life and health service efficiency. Methods: Adapting
previous work using Temporal Graph Convolutional Neural Network (TG-CNN)
models, we construct temporal graphs from primary care medical event codes,
sourced from ResearchOne EHRs of 40-75-year-old patients, to predict hip
replacement risk. We match hip replacement cases to controls by age, sex, and
Index of Multiple Deprivation. The model, trained on 9,187 cases and 9,187
controls, predicts hip replacement one year in advance. We validate the model
on two unseen datasets, recalibrating for class imbalance. Additionally, we
conduct an ablation study and compare against four baseline models. Results:
Our best model predicts hip replacement risk one year in advance with an AUROC
of 0.724 (95% CI: 0.715-0.733) and an AUPRC of 0.185 (95% CI: 0.160-0.209),
achieving a calibration slope of 1.107 (95% CI: 1.074-1.139) after
recalibration. Conclusions: The TG-CNN model effectively predicts hip
replacement risk by identifying patterns in patient trajectories, potentially
improving understanding and management of hip-related conditions.",2024-09-10 15:26:58+00:00
Transtreaming: Adaptive Delay-aware Transformer for Real-time Streaming Perception,"Real-time object detection is critical for the decision-making process for
many real-world applications, such as collision avoidance and path planning in
autonomous driving. This work presents an innovative real-time streaming
perception method, Transtreaming, which addresses the challenge of real-time
object detection with dynamic computational delay. The core innovation of
Transtreaming lies in its adaptive delay-aware transformer, which can
concurrently predict multiple future frames and select the output that best
matches the real-world present time, compensating for any system-induced
computation delays. The proposed model outperforms the existing
state-of-the-art methods, even in single-frame detection scenarios, by
leveraging a transformer-based methodology. It demonstrates robust performance
across a range of devices, from powerful V100 to modest 2080Ti, achieving the
highest level of perceptual accuracy on all platforms. Unlike most
state-of-the-art methods that struggle to complete computation within a single
frame on less powerful devices, Transtreaming meets the stringent real-time
processing requirements on all kinds of devices. The experimental results
emphasize the system's adaptability and its potential to significantly improve
the safety and reliability for many real-world systems, such as autonomous
driving.",2024-09-10 15:26:38+00:00
Semi-Supervised 3D Object Detection with Chanel Augmentation using Transformation Equivariance,"Accurate 3D object detection is crucial for autonomous vehicles and robots to
navigate and interact with the environment safely and effectively. Meanwhile,
the performance of 3D detector relies on the data size and annotation which is
expensive. Consequently, the demand of training with limited labeled data is
growing. We explore a novel teacher-student framework employing channel
augmentation for 3D semi-supervised object detection. The teacher-student SSL
typically adopts a weak augmentation and strong augmentation to teacher and
student, respectively. In this work, we apply multiple channel augmentations to
both networks using the transformation equivariance detector (TED). The TED
allows us to explore different combinations of augmentation on point clouds and
efficiently aggregates multi-channel transformation equivariance features. In
principle, by adopting fixed channel augmentations for the teacher network, the
student can train stably on reliable pseudo-labels. Adopting strong channel
augmentations can enrich the diversity of data, fostering robustness to
transformations and enhancing generalization performance of the student
network. We use SOTA hierarchical supervision as a baseline and adapt its
dual-threshold to TED, which is called channel IoU consistency. We evaluate our
method with KITTI dataset, and achieved a significant performance leap,
surpassing SOTA 3D semi-supervised object detection models.",2024-09-10 15:22:05+00:00
Quantifying and Enabling the Interpretability of CLIP-like Models,"CLIP is one of the most popular foundational models and is heavily used for
many vision-language tasks. However, little is known about the inner workings
of CLIP. To bridge this gap we propose a study to quantify the interpretability
in CLIP like models. We conduct this study on six different CLIP models from
OpenAI and OpenCLIP which vary by size, type of pre-training data and patch
size. Our approach begins with using the TEXTSPAN algorithm and in-context
learning to break down individual attention heads into specific properties. We
then evaluate how easily these heads can be interpreted using new metrics which
measure property consistency within heads and property disentanglement across
heads. Our findings reveal that larger CLIP models are generally more
interpretable than their smaller counterparts. To further assist users in
understanding the inner workings of CLIP models, we introduce CLIP-InterpreT, a
tool designed for interpretability analysis. CLIP-InterpreT offers five types
of analyses: property-based nearest neighbor search, per-head topic
segmentation, contrastive segmentation, per-head nearest neighbors of an image,
and per-head nearest neighbors of text.",2024-09-10 15:19:40+00:00
Indirect Dynamic Negotiation in the Nash Demand Game,"The paper addresses a problem of sequential bilateral bargaining with
incomplete information. We proposed a decision model that helps agents to
successfully bargain by performing indirect negotiation and learning the
opponent's model. Methodologically the paper casts heuristically-motivated
bargaining of a self-interested independent player into a framework of Bayesian
learning and Markov decision processes. The special form of the reward
implicitly motivates the players to negotiate indirectly, via closed-loop
interaction. We illustrate the approach by applying our model to the Nash
demand game, which is an abstract model of bargaining. The results indicate
that the established negotiation: i) leads to coordinating players' actions;
ii) results in maximising success rate of the game and iii) brings more
individual profit to the players.",2024-09-10 14:58:00+00:00
ChatGPT's Potential in Cryptography Misuse Detection: A Comparative Analysis with Static Analysis Tools,"The correct adoption of cryptography APIs is challenging for mainstream
developers, often resulting in widespread API misuse. Meanwhile, cryptography
misuse detectors have demonstrated inconsistent performance and remain largely
inaccessible to most developers. We investigated the extent to which ChatGPT
can detect cryptography misuses and compared its performance with that of the
state-of-the-art static analysis tools. Our investigation, mainly based on the
CryptoAPI-Bench benchmark, demonstrated that ChatGPT is effective in
identifying cryptography API misuses, and with the use of prompt engineering,
it can even outperform leading static cryptography misuse detectors.",2024-09-10 14:50:12+00:00
Gaussian Differentially Private Human Faces Under a Face Radial Curve Representation,"In this paper we consider the problem of releasing a Gaussian Differentially
Private (GDP) 3D human face. The human face is a complex structure with many
features and inherently tied to one's identity. Protecting this data, in a
formally private way, is important yet challenging given the dimensionality of
the problem. We extend approximate DP techniques for functional data to the GDP
framework. We further propose a novel representation, face radial curves, of a
3D face as a set of functions and then utilize our proposed GDP functional data
mechanism. To preserve the shape of the face while injecting noise we rely on
tools from shape analysis for our novel representation of the face. We show
that our method preserves the shape of the average face and injects less noise
than traditional methods for the same privacy budget. Our mechanism consists of
two primary components, the first is generally applicable to function value
summaries (as are commonly found in nonparametric statistics or functional data
analysis) while the second is general to disk-like surfaces and hence more
applicable than just to human faces.",2024-09-10 14:47:31+00:00
A Primer on Variational Inference for Physics-Informed Deep Generative Modelling,"Variational inference (VI) is a computationally efficient and scalable
methodology for approximate Bayesian inference. It strikes a balance between
accuracy of uncertainty quantification and practical tractability. It excels at
generative modelling and inversion tasks due to its built-in Bayesian
regularisation and flexibility, essential qualities for physics related
problems. Deriving the central learning objective for VI must often be tailored
to new learning tasks where the nature of the problems dictates the conditional
dependence between variables of interest, such as arising in physics problems.
In this paper, we provide an accessible and thorough technical introduction to
VI for forward and inverse problems, guiding the reader through standard
derivations of the VI framework and how it can best be realized through deep
learning. We then review and unify recent literature exemplifying the creative
flexibility allowed by VI. This paper is designed for a general scientific
audience looking to solve physics-based problems with an emphasis on
uncertainty quantification.",2024-09-10 14:43:03+00:00
Learn2Aggregate: Supervised Generation of Chvátal-Gomory Cuts Using Graph Neural Networks,"We present $\textit{Learn2Aggregate}$, a machine learning (ML) framework for
optimizing the generation of Chv\'atal-Gomory (CG) cuts in mixed integer linear
programming (MILP). The framework trains a graph neural network to classify
useful constraints for aggregation in CG cut generation. The ML-driven CG
separator selectively focuses on a small set of impactful constraints,
improving runtimes without compromising the strength of the generated cuts. Key
to our approach is the formulation of a constraint classification task which
favours sparse aggregation of constraints, consistent with empirical findings.
This, in conjunction with a careful constraint labeling scheme and a hybrid of
deep learning and feature engineering, results in enhanced CG cut generation
across five diverse MILP benchmarks. On the largest test sets, our method
closes roughly $\textit{twice}$ as much of the integrality gap as the standard
CG method while running 40$% faster. This performance improvement is due to our
method eliminating 75% of the constraints prior to aggregation.",2024-09-10 14:41:46+00:00
Deep Neural Networks: Multi-Classification and Universal Approximation,"We demonstrate that a ReLU deep neural network with a width of $2$ and a
depth of $2N+4M-1$ layers can achieve finite sample memorization for any
dataset comprising $N$ elements in $\mathbb{R}^d$, where $d\ge1,$ and $M$
classes, thereby ensuring accurate classification.
  By modeling the neural network as a time-discrete nonlinear dynamical system,
we interpret the memorization property as a problem of simultaneous or ensemble
controllability. This problem is addressed by constructing the network
parameters inductively and explicitly, bypassing the need for training or
solving any optimization problem.
  Additionally, we establish that such a network can achieve universal
approximation in $L^p(\Omega;\mathbb{R}_+)$, where $\Omega$ is a bounded subset
of $\mathbb{R}^d$ and $p\in[1,\infty)$, using a ReLU deep neural network with a
width of $d+1$. We also provide depth estimates for approximating $W^{1,p}$
functions and width estimates for approximating $L^p(\Omega;\mathbb{R}^m)$ for
$m\geq1$. Our proofs are constructive, offering explicit values for the biases
and weights involved.",2024-09-10 14:31:21+00:00
Modelling Global Trade with Optimal Transport,"Global trade is shaped by a complex mix of factors beyond supply and demand,
including tangible variables like transport costs and tariffs, as well as less
quantifiable influences such as political and economic relations.
Traditionally, economists model trade using gravity models, which rely on
explicit covariates but often struggle to capture these subtler drivers of
trade. In this work, we employ optimal transport and a deep neural network to
learn a time-dependent cost function from data, without imposing a specific
functional form. This approach consistently outperforms traditional gravity
models in accuracy while providing natural uncertainty quantification. Applying
our framework to global food and agricultural trade, we show that the global
South suffered disproportionately from the war in Ukraine's impact on wheat
markets. We also analyze the effects of free-trade agreements and trade
disputes with China, as well as Brexit's impact on British trade with Europe,
uncovering hidden patterns that trade volumes alone cannot reveal.",2024-09-10 14:31:03+00:00
Dynamic Decoupling of Placid Terminal Attractor-based Gradient Descent Algorithm,"Gradient descent (GD) and stochastic gradient descent (SGD) have been widely
used in a large number of application domains. Therefore, understanding the
dynamics of GD and improving its convergence speed is still of great
importance. This paper carefully analyzes the dynamics of GD based on the
terminal attractor at different stages of its gradient flow. On the basis of
the terminal sliding mode theory and the terminal attractor theory, four
adaptive learning rates are designed. Their performances are investigated in
light of a detailed theoretical investigation, and the running times of the
learning procedures are evaluated and compared. The total times of their
learning processes are also studied in detail. To evaluate their effectiveness,
various simulation results are investigated on a function approximation problem
and an image classification problem.",2024-09-10 14:15:56+00:00
"PoseEmbroider: Towards a 3D, Visual, Semantic-aware Human Pose Representation","Aligning multiple modalities in a latent space, such as images and texts, has
shown to produce powerful semantic visual representations, fueling tasks like
image captioning, text-to-image generation, or image grounding. In the context
of human-centric vision, albeit CLIP-like representations encode most standard
human poses relatively well (such as standing or sitting), they lack sufficient
acuteness to discern detailed or uncommon ones. Actually, while 3D human poses
have been often associated with images (e.g. to perform pose estimation or
pose-conditioned image generation), or more recently with text (e.g. for
text-to-pose generation), they have seldom been paired with both. In this work,
we combine 3D poses, person's pictures and textual pose descriptions to produce
an enhanced 3D-, visual- and semantic-aware human pose representation. We
introduce a new transformer-based model, trained in a retrieval fashion, which
can take as input any combination of the aforementioned modalities. When
composing modalities, it outperforms a standard multi-modal alignment retrieval
model, making it possible to sort out partial information (e.g. image with the
lower body occluded). We showcase the potential of such an embroidered pose
representation for (1) SMPL regression from image with optional text cue; and
(2) on the task of fine-grained instruction generation, which consists in
generating a text that describes how to move from one 3D pose to another (as a
fitness coach). Unlike prior works, our model can take any kind of input (image
and/or pose) without retraining.",2024-09-10 14:09:39+00:00
Functionally Constrained Algorithm Solves Convex Simple Bilevel Problems,"This paper studies simple bilevel problems, where a convex upper-level
function is minimized over the optimal solutions of a convex lower-level
problem. We first show the fundamental difficulty of simple bilevel problems,
that the approximate optimal value of such problems is not obtainable by
first-order zero-respecting algorithms. Then we follow recent works to pursue
the weak approximate solutions. For this goal, we propose novel near-optimal
methods for smooth and nonsmooth problems by reformulating them into
functionally constrained problems.",2024-09-10 14:05:12+00:00
A tutorial on automatic differentiation with complex numbers,"Automatic differentiation is everywhere, but there exists only minimal
documentation of how it works in complex arithmetic beyond stating ""derivatives
in $\mathbb{C}^d$"" $\cong$ ""derivatives in $\mathbb{R}^{2d}$"" and, at best,
shallow references to Wirtinger calculus. Unfortunately, the equivalence
$\mathbb{C}^d \cong \mathbb{R}^{2d}$ becomes insufficient as soon as we need to
derive custom gradient rules, e.g., to avoid differentiating ""through""
expensive linear algebra functions or differential equation simulators. To
combat such a lack of documentation, this article surveys forward- and
reverse-mode automatic differentiation with complex numbers, covering topics
such as Wirtinger derivatives, a modified chain rule, and different gradient
conventions while explicitly avoiding holomorphicity and the Cauchy--Riemann
equations (which would be far too restrictive). To be precise, we will derive,
explain, and implement a complex version of Jacobian-vector and vector-Jacobian
products almost entirely with linear algebra without relying on complex
analysis or differential geometry. This tutorial is a call to action, for users
and developers alike, to take complex values seriously when implementing custom
gradient propagation rules -- the manuscript explains how.",2024-09-10 14:04:58+00:00
